	taxid	species	target_name	tlen	query name	accession	qlen	E-value	score1	bias1	#	of	c-Evalue	i-Evalue	score	bias	hmmfrom	hmmto	alifrom	alito	envfrom	envto	acc	description of target	chimera	superkingdom	kingdom	phylum	order	sci_name	color
222	114810.0	Xylaria arbuscula	KAI1359798.1	239.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	4.8e-57	207.4	11.8	1.0	1.0	4.4e-62	6.8e-57	206.9	11.8	13.0	179.0	21.0	183.0	6.0	187.0	0.93	glycoside hydrolase family 45 protein [Xylaria arbuscula]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Xylaria arbuscula	brown
296	217634.0	Anoplophora glabripennis	XP_018561275.1	238.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	5.300000000000003e-57	207.2	16.2	1.0	1.0	4.6e-62	7.100000000000002e-57	206.8	16.2	15.0	181.0	30.0	196.0	19.0	197.0	0.94	endoglucanase [Anoplophora glabripennis]	False	Eukaryota	Metazoa	Arthropoda	Coleoptera	Anoplophora glabripennis	pink
538	1043628.0	Drechslerella stenobrocha 248	EWC46368.1	336.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	7.2e-57	206.8	17.5	1.0	1.0	4.6e-62	7.2e-57	206.8	17.5	15.0	181.0	130.0	295.0	121.0	296.0	0.93	hypothetical protein DRE_04311 [Drechslerella stenobrocha 248]	False	Eukaryota	Fungi	Ascomycota	Orbiliales	Drechslerella stenobrocha	brown
444	602035.0	Lachnellula suecica	TVY71483.1	321.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	3.4e-57	207.9	18.3	1.0	1.0	4.9e-62	7.600000000000003e-57	206.7	18.3	10.0	181.0	16.0	188.0	7.0	189.0	0.94	putative endoglucanase type K [Lachnellula suecica]	False	Eukaryota	Fungi	Ascomycota	Helotiales	Lachnellula suecica	brown
369	353542.0	Hyphodiscus hymeniophilus	KAG0647809.1	321.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	7.600000000000003e-57	206.7	15.8	1.0	1.0	4.9e-62	7.600000000000003e-57	206.7	15.8	9.0	181.0	15.0	188.0	7.0	189.0	0.93	hypothetical protein D0Z07_5746 [Hyphodiscus hymeniophilus]	False	Eukaryota	Fungi	Ascomycota	Helotiales	Hyphodiscus hymeniophilus	brown
380	390896.0	Trematosphaeria pertusa	XP_033684425.1	228.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	6.100000000000001e-57	207.0	7.5	1.0	1.0	5.1e-62	8e-57	206.7	7.5	7.0	181.0	11.0	184.0	4.0	185.0	0.91	glycoside hydrolase family 45 protein [Trematosphaeria pertusa]	False	Eukaryota	Fungi	Ascomycota	Pleosporales	Trematosphaeria pertusa	brown
342	321614.0	Parastagonospora nodorum SN15	XP_001801548.1	233.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	6.600000000000001e-57	206.9	15.4	1.0	1.0	5.3999999999999995e-62	8.500000000000003e-57	206.6	15.4	3.0	181.0	9.0	186.0	7.0	187.0	0.95	hypothetical protein SNOG_11303 [Parastagonospora nodorum SN15]	False	Eukaryota	Fungi	Ascomycota	Pleosporales	Parastagonospora nodorum	brown
542	1051891.0	Tulasnella calospora MUT 4182	KIO34078.1	229.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	6.600000000000001e-57	206.9	19.4	1.0	1.0	5.499999999999999e-62	8.6e-57	206.6	19.4	6.0	182.0	10.0	186.0	5.0	186.0	0.93	glycoside hydrolase family 45 protein [Tulasnella calospora MUT 4182]	False	Eukaryota	Fungi	Basidiomycota	Cantharellales	Tulasnella calospora	brown
522	985895.0	Plenodomus lingam JN3	XP_003841026.1	331.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	6.600000000000001e-57	206.9	13.8	1.0	1.0	5.8999999999999995e-62	9.2e-57	206.5	13.8	4.0	181.0	10.0	185.0	7.0	186.0	0.94	hypothetical protein LEMA_P089560.1 [Plenodomus lingam JN3]	False	Eukaryota	Fungi	Ascomycota	Pleosporales	Plenodomus lingam	brown
317	278942.0	Botryotinia globosa	KAF7886014.1	352.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	9.2e-57	206.5	14.5	1.0	1.0	5.8999999999999995e-62	9.2e-57	206.5	14.5	10.0	181.0	16.0	190.0	7.0	191.0	0.91	hypothetical protein EAF00_010117 [Botryotinia globosa]	False	Eukaryota	Fungi	Ascomycota	Helotiales	Botryotinia globosa	brown
223	114812.0	Xylaria castorea	KAI1756278.1	236.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	6.4e-57	207.0	13.0	1.0	1.0	5.999999999999999e-62	9.300000000000001e-57	206.4	13.0	7.0	179.0	13.0	180.0	7.0	184.0	0.93	glycoside hydrolase family 45 protein [Xylaria castorea]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Xylaria castorea	brown
948	2817041.0	Alternaria sp. BMP 2799	KAI4688991.1	228.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	6.600000000000001e-57	206.9	12.6	1.0	1.0	5.999999999999999e-62	9.400000000000001e-57	206.4	12.6	4.0	181.0	10.0	186.0	7.0	187.0	0.93	hypothetical protein J4E81_007708 [Alternaria sp. BMP 2799]	False	Eukaryota	Fungi	Ascomycota	Pleosporales	Alternaria sp. BMP 2799	brown
439	585030.0	Marasmius tenuissimus	KAJ8088809.1	221.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	7.4e-57	206.8	14.3	1.0	1.0	6.2e-62	9.6e-57	206.4	14.3	15.0	181.0	16.0	179.0	4.0	180.0	0.93	hypothetical protein PM082_014055 [Marasmius tenuissimus]	False	Eukaryota	Fungi	Basidiomycota	Agaricales	Marasmius tenuissimus	brown
367	351105.0	Batocera horsfieldi	AKH90729.1	237.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	7.600000000000003e-57	206.7	15.5	1.0	1.0	6.2e-62	9.7e-57	206.4	15.5	12.0	182.0	27.0	197.0	16.0	197.0	0.93	cellulase I [Batocera horsfieldi]	False	Eukaryota	Metazoa	Arthropoda	Coleoptera	Batocera horsfieldi	pink
320	278948.0	Botrytis paeoniae	TGO22587.1	355.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1e-56	206.3	14.4	1.0	1.0	6.3999999999999996e-62	1e-56	206.3	14.4	10.0	181.0	16.0	190.0	7.0	191.0	0.91	hypothetical protein BPAE_0162g00230 [Botrytis paeoniae]	False	Eukaryota	Fungi	Ascomycota	Helotiales	Botrytis paeoniae	brown
315	278938.0	Botrytis elliptica	KAF7915141.1	332.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1e-56	206.3	14.4	1.0	1.0	6.499999999999999e-62	1e-56	206.3	14.4	10.0	181.0	16.0	190.0	7.0	191.0	0.91	hypothetical protein EAE99_010337 [Botrytis elliptica]	False	Eukaryota	Fungi	Ascomycota	Helotiales	Botrytis elliptica	brown
441	595503.0	Hymenoscyphus albidus	CAG8975004.1	306.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1e-56	206.3	13.7	1.0	1.0	6.499999999999999e-62	1e-56	206.3	13.7	14.0	181.0	18.0	186.0	6.0	187.0	0.94	hypothetical protein HYALB_00012136 [Hymenoscyphus albidus]	False	Eukaryota	Fungi	Ascomycota	Helotiales	Hymenoscyphus albidus	brown
806	1964551.0	Botrytis fragariae	XP_037191774.1	360.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1e-56	206.3	14.2	1.0	1.0	6.499999999999999e-62	1e-56	206.3	14.2	10.0	181.0	16.0	190.0	7.0	191.0	0.91	putative glycoside hydrolase family 45 protein [Botrytis fragariae]	False	Eukaryota	Fungi	Ascomycota	Helotiales	Botrytis fragariae	brown
224	114814.0	Xylaria cubensis	KAI0862048.1	236.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	7.9e-57	206.7	14.5	1.0	1.0	6.8e-62	1.1e-56	206.3	14.5	9.0	179.0	14.0	180.0	6.0	184.0	0.94	endoglucanase from Humicola Insolens At 1.7a resolution [Xylaria cubensis]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Xylaria cubensis	brown
182	97972.0	Periconia macrospinosa	PVH94368.1	233.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	8.400000000000001e-57	206.6	16.6	1.0	1.0	7.099999999999999e-62	1.1e-56	206.2	16.6	4.0	181.0	10.0	186.0	7.0	187.0	0.95	glycoside hydrolase family 45 protein [Periconia macrospinosa]	False	Eukaryota	Fungi	Ascomycota	Pleosporales	Periconia macrospinosa	brown
484	743287.0	Xylaria scruposa	KAI1744974.1	236.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	8.2e-57	206.6	13.6	1.0	1.0	7.2e-62	1.1e-56	206.2	13.6	9.0	180.0	14.0	180.0	6.0	183.0	0.94	glycoside hydrolase family 45 protein [Xylaria scruposa]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Xylaria scruposa	brown
739	1491466.0	Trichoderma guizhouense	OPB46594.1	250.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	8.500000000000003e-57	206.6	11.3	1.0	1.0	7.499999999999999e-62	1.2e-56	206.1	11.3	9.0	181.0	15.0	186.0	7.0	187.0	0.9	glycosyl hydrolase family 45 [Trichoderma guizhouense]	False	Eukaryota	Fungi	Ascomycota	Hypocreales	Trichoderma guizhouense	brown
868	2600213.0	Serendipita sp. 400	KAG8812632.1	269.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.2e-56	206.1	18.6	1.0	1.0	7.899999999999999e-62	1.2e-56	206.1	18.6	9.0	182.0	11.0	181.0	3.0	181.0	0.93	hypothetical protein FRC18_002870 [Serendipita sp. 400]	False	Eukaryota	Fungi	Basidiomycota	Sebacinales	Serendipita sp. 400	brown
795	1907220.0	Xylariales sp. AK1849	KAI0134192.1	233.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	7.7e-57	206.7	12.0	1.0	1.0	7.799999999999999e-62	1.2e-56	206.1	12.0	12.0	181.0	18.0	183.0	7.0	184.0	0.93	beta-1,4-endoglucanase [Xylariales sp. AK1849]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Xylariales sp. AK1849	brown
754	1573173.0	Colletotrichum incanum	KZL70579.1	250.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	9.400000000000001e-57	206.4	13.4	1.0	1.0	8e-62	1.2e-56	206.0	13.4	12.0	181.0	18.0	186.0	6.0	187.0	0.91	glycoside hydrolase family 45 protein [Colletotrichum incanum]	False	Eukaryota	Fungi	Ascomycota	Glomerellales	Colletotrichum incanum	brown
459	665912.0	Bipolaris sorokiniana ND90Pr	XP_007704481.1	227.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	9.300000000000001e-57	206.4	13.4	1.0	1.0	7.899999999999999e-62	1.2e-56	206.1	13.4	4.0	181.0	10.0	185.0	7.0	186.0	0.93	glycoside hydrolase family 45 protein [Bipolaris sorokiniana ND90Pr]	False	Eukaryota	Fungi	Ascomycota	Pleosporales	Bipolaris sorokiniana	brown
242	147558.0	Byssothecium circinans	KAF1955222.1	235.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1e-56	206.3	16.3	1.0	1.0	8.4e-62	1.3e-56	206.0	16.3	3.0	181.0	10.0	188.0	8.0	189.0	0.95	glycoside hydrolase [Byssothecium circinans]	False	Eukaryota	Fungi	Ascomycota	Pleosporales	Byssothecium circinans	brown
523	993118.0	Mesosa myops	AMA76413.1	235.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1e-56	206.3	15.7	1.0	1.0	8.5e-62	1.3e-56	206.0	15.7	14.0	182.0	28.0	194.0	14.0	194.0	0.93	cellulase 45 [Mesosa myops]	False	Eukaryota	Metazoa	Arthropoda	Coleoptera	Mesosa myops	pink
744	1507870.0	Rachicladosporium antarcticum	OQO02058.1	409.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.3e-56	206.0	15.6	1.0	1.0	8.4e-62	1.3e-56	206.0	15.6	8.0	181.0	17.0	187.0	8.0	188.0	0.93	hypothetical protein B0A48_12532 [Rachicladosporium antarcticum]	False	Eukaryota	Fungi	Ascomycota	Cladosporiales	Rachicladosporium antarcticum	brown
126	63699.0	Gonioctena quinquepunctata	KAG5878795.1	235.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.1e-56	206.3	14.9	1.0	1.0	8.6e-62	1.3e-56	205.9	14.9	15.0	180.0	27.0	192.0	14.0	195.0	0.92	hypothetical protein JTB14_026059 [Gonioctena quinquepunctata]	False	Eukaryota	Metazoa	Arthropoda	Coleoptera	Gonioctena quinquepunctata	pink
755	1576542.0	Thelonectria olida	KAH6879884.1	343.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.4e-56	205.9	14.9	1.0	1.0	9e-62	1.4e-56	205.9	14.9	12.0	181.0	15.0	179.0	4.0	180.0	0.93	putative endoglucanase type K [Thelonectria olida]	False	Eukaryota	Fungi	Ascomycota	Hypocreales	Thelonectria olida	brown
167	87229.0	Botrytis porri	TGO81021.1	242.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	9.900000000000001e-57	206.4	17.1	1.0	1.0	9.2e-62	1.4e-56	205.8	17.1	9.0	181.0	15.0	190.0	7.0	191.0	0.9	hypothetical protein BPOR_1419g00010 [Botrytis porri]	False	Eukaryota	Fungi	Ascomycota	Helotiales	Botrytis porri	brown
243	148305.0	Pyricularia grisea	XP_030984604.1	228.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1e-56	206.3	12.4	1.0	1.0	8.799999999999999e-62	1.4e-56	205.9	12.4	7.0	181.0	11.0	186.0	5.0	187.0	0.91	uncharacterized protein PgNI_04259 [Pyricularia grisea]	False	Eukaryota	Fungi	Ascomycota	Magnaporthales	BPI 625033 [[Magnaporthe grisea]]	brown
318	278943.0	Botrytis hyacinthi	TGO33806.1	352.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.5e-56	205.7	14.0	1.0	1.0	9.9e-62	1.5e-56	205.7	14.0	10.0	181.0	16.0	190.0	7.0	191.0	0.91	hypothetical protein BHYA_0226g00130 [Botrytis hyacinthi]	False	Eukaryota	Fungi	Ascomycota	Helotiales	Botrytis hyacinthi	brown
325	283354.0	Alternaria metachromatica	XP_049185787.1	228.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1e-56	206.3	12.2	1.0	1.0	9.3e-62	1.5e-56	205.8	12.2	4.0	181.0	10.0	186.0	7.0	187.0	0.93	uncharacterized protein J4E83_008351 [Alternaria metachromatica]	False	Eukaryota	Fungi	Ascomycota	Pleosporales	Alternaria metachromatica	brown
409	468837.0	Lecanicillium saksenae	KAJ3499175.1	232.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.1e-56	206.2	15.6	1.0	1.0	9.8e-62	1.5e-56	205.8	15.6	3.0	182.0	7.0	183.0	5.0	183.0	0.93	hypothetical protein NLG97_g530 [Lecanicillium saksenae]	False	Eukaryota	Fungi	Ascomycota	Hypocreales	Lecanicillium saksenae	brown
864	2600209.0	Serendipita sp. 396	KAG8752271.1	289.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.5e-56	205.8	18.6	1.0	1.0	9.7e-62	1.5e-56	205.8	18.6	9.0	182.0	11.0	181.0	3.0	181.0	0.93	hypothetical protein FRC14_007185 [Serendipita sp. 396]	False	Eukaryota	Fungi	Basidiomycota	Sebacinales	Serendipita sp. 396	brown
471	692975.0	Apriona japonica	AHI15752.1	238.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.2e-56	206.1	15.5	1.0	1.0	9.5e-62	1.5e-56	205.8	15.5	12.0	182.0	27.0	197.0	16.0	197.0	0.93	glycoside hydrolase family 45 [Apriona japonica]	False	Eukaryota	Metazoa	Arthropoda	Coleoptera	Apriona japonica	pink
898	2614590.0	Xylariaceae sp. FL0594	KAI0388885.1	233.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.1e-56	206.2	14.0	1.0	1.0	9.4e-62	1.5e-56	205.8	14.0	5.0	181.0	9.0	182.0	5.0	183.0	0.94	glycoside hydrolase family 45 protein [Xylariaceae sp. FL0594]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Xylariaceae sp. FL0594	brown
521	983964.0	Trichoderma harzianum CBS 226.95	XP_024767819.1	251.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.1e-56	206.2	10.6	1.0	1.0	9.7e-62	1.5e-56	205.8	10.6	12.0	181.0	19.0	187.0	8.0	188.0	0.9	glycoside hydrolase family 45 protein [Trichoderma harzianum CBS 226.95]	False	Eukaryota	Fungi	Ascomycota	Hypocreales	Trichoderma harzianum	brown
706	1463999.0	Botrytis sinoallii	XP_038754221.1	344.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.5e-56	205.8	13.8	1.0	1.0	9.3e-62	1.5e-56	205.8	13.8	10.0	181.0	16.0	190.0	7.0	191.0	0.91	uncharacterized protein EAF02_010061 [Botrytis sinoallii]	False	Eukaryota	Fungi	Ascomycota	Helotiales	Botrytis sinoallii	brown
432	566460.0	Alternaria viburni	XP_049205667.1	228.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1e-56	206.3	12.2	1.0	1.0	9.3e-62	1.5e-56	205.8	12.2	4.0	181.0	10.0	186.0	7.0	187.0	0.93	uncharacterized protein J4E79_011060 [Alternaria viburni]	False	Eukaryota	Fungi	Ascomycota	Pleosporales	Alternaria viburni	brown
604	1247861.0	Purpureocillium lavendulum	KAJ6443552.1	231.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.1e-56	206.2	9.0	1.0	1.0	9.8e-62	1.5e-56	205.7	9.0	5.0	181.0	8.0	178.0	4.0	179.0	0.94	endoglucanase-5 [Purpureocillium lavendulum]	False	Eukaryota	Fungi	Ascomycota	Hypocreales	Purpureocillium lavendulum	brown
741	1496277.0	Lizonia empirigonia	KAF1349467.1	228.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.2e-56	206.1	14.4	1.0	1.0	1e-61	1.6e-56	205.7	14.4	3.0	181.0	9.0	186.0	7.0	187.0	0.95	glycoside hydrolase [Lizonia empirigonia]	False	Eukaryota	Fungi	Ascomycota		Lizonia empirigonia	brown
83	45130.0	Bipolaris sorokiniana	KAF5846148.1	227.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.2e-56	206.1	13.7	1.0	1.0	1e-61	1.6e-56	205.7	13.7	4.0	181.0	10.0	185.0	7.0	186.0	0.93	hypothetical protein GGP41_008612 [Bipolaris sorokiniana]	False	Eukaryota	Fungi	Ascomycota	Pleosporales	Bipolaris sorokiniana	brown
852	2512241.0	Xylaria flabelliformis	KAI0189137.1	236.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.3e-56	206.0	15.0	1.0	1.0	1.1e-61	1.7e-56	205.6	15.0	9.0	179.0	14.0	180.0	6.0	184.0	0.94	RlpA-like double-psi beta-barrel-protein domain-containing protein-containing protein [Xylaria flabelliformis]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Xylaria flabelliformis	brown
865	2600210.0	Serendipita sp. 397	KAG8778112.1	307.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.8e-56	205.5	18.6	1.0	1.0	1.2e-61	1.8e-56	205.5	18.6	9.0	182.0	11.0	181.0	3.0	181.0	0.93	hypothetical protein FRC15_010961 [Serendipita sp. 397]	False	Eukaryota	Fungi	Basidiomycota	Sebacinales	Serendipita sp. 397	brown
891	2614583.0	Xylaria sp. FL1042	KAI0427468.1	234.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.3e-56	206.0	12.2	1.0	1.0	1.2e-61	1.9e-56	205.4	12.2	6.0	179.0	9.0	178.0	5.0	182.0	0.94	glycoside hydrolase family 45 protein [Xylaria sp. FL1042]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Xylaria sp. FL1042	brown
829	2136033.0	Serendipita sp. 407	KAG9052898.1	315.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.9e-56	205.4	18.6	1.0	1.0	1.2e-61	1.9e-56	205.4	18.6	10.0	182.0	58.0	227.0	49.0	227.0	0.93	hypothetical protein FS842_009064 [Serendipita sp. 407]	False	Eukaryota	Fungi	Basidiomycota	Sebacinales	Serendipita sp. 407	brown
895	2614587.0	Xylaria sp. FL0043	KAI1350010.1	238.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.4e-56	205.9	11.4	1.0	1.0	1.2e-61	1.9e-56	205.4	11.4	12.0	179.0	19.0	182.0	6.0	186.0	0.93	glycoside hydrolase family 45 protein [Xylaria sp. FL0043]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Xylaria sp. FL0043	brown
396	426418.0	Pyrenophora tritici-repentis Pt-1C-BFP	XP_001935162.1	227.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.4e-56	205.8	15.6	1.0	1.0	1.3e-61	2e-56	205.4	15.6	4.0	181.0	10.0	185.0	7.0	186.0	0.93	endoglucanase-5 [Pyrenophora tritici-repentis Pt-1C-BFP]	False	Eukaryota	Fungi	Ascomycota	Pleosporales	Pyrenophora tritici-repentis	brown
328	297637.0	Alternaria triticimaculans	XP_049218945.1	228.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.4e-56	205.8	12.6	1.0	1.0	1.3e-61	2e-56	205.3	12.6	4.0	181.0	10.0	186.0	7.0	187.0	0.93	uncharacterized protein J4E78_008644 [Alternaria triticimaculans]	False	Eukaryota	Fungi	Ascomycota	Pleosporales	Alternaria triticimaculans	brown
962	2839952.0	Pestalotiopsis sp. 9143b	KAI4595903.1	233.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.5e-56	205.8	14.6	1.0	1.0	1.3e-61	2e-56	205.4	14.6	8.0	182.0	14.0	184.0	6.0	184.0	0.94	hypothetical protein KJ359_006542 [Pestalotiopsis sp. 9143b]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Pestalotiopsis sp. 9143b	brown
746	1524831.0	Pseudogymnoascus sp. 23342-1-I1	OBT68825.1	306.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	2.1e-56	205.3	11.0	1.0	1.0	1.3e-61	2.1e-56	205.3	11.0	15.0	181.0	22.0	188.0	8.0	189.0	0.95	hypothetical protein VE03_02186 [Pseudogymnoascus sp. 23342-1-I1]	False	Eukaryota	Fungi	Ascomycota		Pseudogymnoascus sp. 23342-1-I1	brown
398	430562.0	Alternaria novae-zelandiae	XP_049252253.1	228.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.6e-56	205.7	12.4	1.0	1.0	1.4e-61	2.2e-56	205.2	12.4	5.0	181.0	11.0	186.0	7.0	187.0	0.93	uncharacterized protein J4E88_008545 [Alternaria novae-zelandiae]	False	Eukaryota	Fungi	Ascomycota	Pleosporales	Alternaria novae-zelandiae	brown
740	1491479.0	Trichoderma simmonsii	QYT02752.1	250.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.7e-56	205.6	10.9	1.0	1.0	1.4e-61	2.3e-56	205.2	10.9	8.0	181.0	14.0	186.0	6.0	187.0	0.9	Cellulase [Trichoderma simmonsii]	False	Eukaryota	Fungi	Ascomycota	Hypocreales	Trichoderma simmonsii	brown
247	154015.0	Gastrophysa viridula	AZH23718.1	239.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.5e-56	205.8	12.2	1.0	1.0	1.5e-61	2.3e-56	205.2	12.2	16.0	181.0	33.0	198.0	25.0	199.0	0.93	endo-beta-1,4-glucanase [Gastrophysa viridula]	False	Eukaryota	Metazoa	Arthropoda	Coleoptera	Gastrophysa viridula	pink
393	418781.0	Teratosphaeria destructans	KAH9826284.1	327.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.5e-56	205.7	11.9	1.0	1.0	1.6e-61	2.4e-56	205.1	11.9	5.0	180.0	11.0	185.0	7.0	187.0	0.93	glycoside hydrolase family 45 protein [Teratosphaeria destructans]	False	Eukaryota	Fungi	Ascomycota	Mycosphaerellales	Teratosphaeria destructans	brown
678	1408161.0	Plenodomus tracheiphilus IPT5	KAF2853651.1	227.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.7e-56	205.6	12.9	1.0	1.0	1.5e-61	2.4e-56	205.1	12.9	4.0	181.0	10.0	185.0	7.0	186.0	0.93	glycoside hydrolase family 45 protein [Plenodomus tracheiphilus IPT5]	False	Eukaryota	Fungi	Ascomycota	Pleosporales	Plenodomus tracheiphilus	brown
878	2600231.0	Tulasnella sp. 427	KAG9019021.1	387.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	2.4e-56	205.1	17.7	1.0	1.0	1.5e-61	2.4e-56	205.1	17.7	3.0	181.0	5.0	181.0	3.0	182.0	0.93	hypothetical protein FRB90_007193 [Tulasnella sp. 427]	False	Eukaryota	Fungi	Basidiomycota	Cantharellales	Tulasnella sp. 427	brown
536	1043004.0	Aureobasidium namibiae CBS 147.97	XP_013428725.1	377.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	2.5e-56	205.0	17.1	1.0	1.0	1.6e-61	2.5e-56	205.0	17.1	3.0	181.0	9.0	184.0	7.0	185.0	0.95	hypothetical protein M436DRAFT_71900 [Aureobasidium namibiae CBS 147.97]	False	Eukaryota	Fungi	Ascomycota	Dothideales	Aureobasidium namibiae	brown
32	7539.0	Leptinotarsa decemlineata	ADU33350.1	236.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	2.6e-56	205.0	14.0	1.0	1.0	1.7e-61	2.6e-56	205.0	14.0	16.0	182.0	30.0	196.0	22.0	196.0	0.94	endo-beta-1,4-glucanase [Leptinotarsa decemlineata]	False	Eukaryota	Metazoa	Arthropoda	Coleoptera	Leptinotarsa decemlineata	pink
953	2824670.0	Ilyonectria sp. MPI-CAGE-AT-0026	KAH6962295.1	311.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	2.7e-56	204.9	15.6	1.0	1.0	1.7e-61	2.7e-56	204.9	15.6	12.0	181.0	15.0	180.0	4.0	181.0	0.94	RlpA-like double-psi beta-barrel-protein domain-containing protein-containing protein [Ilyonectria sp. MPI-CAGE-AT-0026]	False	Eukaryota	Fungi	Ascomycota	Hypocreales	Ilyonectria sp. MPI-CAGE-AT-0026	brown
86	45303.0	Alternaria infectoria	XP_051350688.1	228.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.9e-56	205.5	13.5	1.0	1.0	1.7e-61	2.7e-56	205.0	13.5	3.0	181.0	9.0	186.0	7.0	187.0	0.93	uncharacterized protein J4E92_007590 [Alternaria infectoria]	False	Eukaryota	Fungi	Ascomycota	Pleosporales	Alternaria infectoria	brown
