	taxid	species	target_name	tlen	query name	accession	qlen	E-value	score1	bias1	#	of	c-Evalue	i-Evalue	score	bias	hmmfrom	hmmto	alifrom	alito	envfrom	envto	acc	description of target	chimera	superkingdom	kingdom	phylum	order	sci_name	color
126	487172	Planotetraspora thailandica	WP_239118787.1	124.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.001	33.7	0.0	1.0	1.0	3.3e-09	0.0026	32.4	0.0	15.0	124.0	18.0	116.0	14.0	120.0	0.88	hypothetical protein [Planotetraspora thailandica]	False	Bacteria		Actinomycetota	Streptosporangiales	Planotetraspora thailandica	blue
2	239	Flavobacterium sp.	MBO9583685.1	238.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0012	33.5	0.0	1.0	1.0	3.4000000000000003e-09	0.0027	32.4	0.0	15.0	122.0	18.0	118.0	10.0	125.0	0.74	hypothetical protein [Flavobacterium sp.]	False	Bacteria		Bacteroidota	Flavobacteriales	Flavobacterium sp.	blue
167	1302687	Chryseobacterium polytrichastri	WP_228433659.1	121.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0019	32.8	0.0	1.0	1.0	3.6e-09	0.0028	32.3	0.0	14.0	121.0	13.0	111.0	5.0	119.0	0.83	hypothetical protein [Chryseobacterium polytrichastri]	False	Bacteria		Bacteroidota	Flavobacteriales	Chryseobacterium polytrichastri	blue
335	2888348	Streptomyces sp. RKAG290	WP_250972245.1	137.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0016	33.1	0.0	1.0	1.0	3.7e-09	0.0028	32.3	0.0	15.0	124.0	23.0	121.0	11.0	125.0	0.81	hypothetical protein [Streptomyces sp. RKAG290]	False	Bacteria		Actinomycetota	Kitasatosporales	Streptomyces sp. RKAG290	blue
13	724	Haemophilus	WP_065246380.1	145.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0014	33.3	0.0	1.0	1.0	3.8e-09	0.0029	32.2	0.0	13.0	124.0	35.0	134.0	23.0	138.0	0.83	MULTISPECIES: hypothetical protein [Haemophilus]	False	Bacteria		Pseudomonadota	Pasteurellales	724	blue
246	2026795	Nitrososphaerota archaeon	TLX95196.1	127.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0024	32.5	0.0	1.0	1.0	3.9e-09	0.003	32.2	0.0	14.0	125.0	19.0	123.0	12.0	127.0	0.89	hypothetical protein E6K91_03740 [Nitrososphaerota archaeon]	False	Archaea		Nitrososphaerota		Nitrososphaerota archaeon	
215	1871047	Chryseobacterium sp.	PZU91661.1	156.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0019	32.9	0.0	1.0	1.0	4e-09	0.0031	32.2	0.0	13.0	124.0	46.0	150.0	37.0	154.0	0.82	hypothetical protein DI529_00400 [Chryseobacterium sp.]	False	Bacteria		Bacteroidota	Flavobacteriales	Chryseobacterium sp.	blue
187	1488406	Streptomyces roseifaciens	WP_245699946.1	129.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0018	32.9	0.0	1.0	1.0	4.0999999999999995e-09	0.0031	32.1	0.0	15.0	124.0	19.0	117.0	9.0	121.0	0.89	hypothetical protein [Streptomyces roseifaciens]	False	Bacteria		Actinomycetota	Kitasatosporales	Streptomyces roseifaciens	blue
153	1144313	Flavobacterium sp. CF136	WP_007805570.1	146.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0018	32.9	0.0	1.0	1.0	4.0999999999999995e-09	0.0032	32.1	0.0	15.0	123.0	37.0	138.0	27.0	143.0	0.8	hypothetical protein [Flavobacterium sp. CF136]	False	Bacteria		Bacteroidota	Flavobacteriales	Flavobacterium sp. CF136	blue
311	2758092	Chryseobacterium sp. Marseille-Q3244	WP_250255750.1	130.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0023	32.6	0.0	1.0	1.0	4.0999999999999995e-09	0.0032	32.1	0.0	16.0	124.0	20.0	121.0	9.0	127.0	0.82	hypothetical protein [Chryseobacterium sp. Marseille-Q3244]	False	Bacteria		Bacteroidota	Flavobacteriales	Chryseobacterium sp. Marseille-Q3244	blue
276	2487063	Chryseobacterium sp. G0162	WP_123911228.1	130.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0023	32.6	0.0	1.0	1.0	4.0999999999999995e-09	0.0032	32.1	0.0	16.0	124.0	20.0	121.0	9.0	127.0	0.83	hypothetical protein [Chryseobacterium sp. G0162]	False	Bacteria		Bacteroidota	Flavobacteriales	Chryseobacterium sp. G0162	blue
251	2052180	Phycisphaerales bacterium	NNF43759.1	128.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0026	32.4	0.0	1.0	1.0	4.9e-09	0.0038	31.9	0.0	15.0	124.0	18.0	117.0	12.0	121.0	0.85	hypothetical protein [Phycisphaerales bacterium]	False	Bacteria		Planctomycetota	Phycisphaerales	Phycisphaerales bacterium	blue
16	986	Flavobacterium johnsoniae	WP_071638732.1	157.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0024	32.5	0.0	1.0	1.0	5.2e-09	0.004	31.8	0.0	15.0	124.0	18.0	120.0	11.0	126.0	0.78	hypothetical protein [Flavobacterium johnsoniae]	False	Bacteria		Bacteroidota	Flavobacteriales	Flavobacterium johnsoniae	blue
343	2926015	Micromonospora sp. Mcm103	WP_262012640.1	127.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.002	32.8	0.0	1.0	1.0	5.1e-09	0.004	31.8	0.0	15.0	124.0	19.0	119.0	13.0	122.0	0.86	hypothetical protein [Micromonospora sp. Mcm103]	False	Bacteria		Actinomycetota	Micromonosporales	Micromonospora sp. Mcm103	blue
154	1144316	Chryseobacterium populi	WP_007843538.1	162.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.002	32.7	0.0	1.0	1.0	5.4e-09	0.0041	31.7	0.0	15.0	120.0	53.0	151.0	44.0	160.0	0.78	hypothetical protein [Chryseobacterium populi]	False	Bacteria		Bacteroidota	Flavobacteriales	Chryseobacterium populi Bortniak et al. 2019	blue
265	2201999	Micromonospora sp. B006	WP_225980633.1	127.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0022	32.6	0.0	1.0	1.0	5.6000000000000005e-09	0.0043	31.7	0.0	15.0	124.0	19.0	119.0	12.0	123.0	0.86	hypothetical protein [Micromonospora sp. B006]	False	Bacteria		Actinomycetota	Micromonosporales	Micromonospora sp. B006	blue
230	1962667	Nannocystis sp.	MBK7828872.1	153.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0031	32.1	0.0	1.0	1.0	5.7e-09	0.0044	31.7	0.0	16.0	118.0	32.0	132.0	29.0	151.0	0.89	hypothetical protein [Nannocystis sp.]	False	Bacteria		Myxococcota	Nannocystales	Nannocystis sp.	blue
193	1703936	Micromonospora sp. TSRI0369	WP_198937421.1	127.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0022	32.6	0.0	1.0	1.0	5.7e-09	0.0044	31.7	0.0	15.0	124.0	19.0	119.0	14.0	123.0	0.86	hypothetical protein [Micromonospora sp. TSRI0369]	False	Bacteria		Actinomycetota	Micromonosporales	Micromonospora sp. TSRI0369	blue
61	58109	Actinocorallia herbida	WP_211359568.1	124.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0024	32.5	0.0	1.0	1.0	5.8e-09	0.0045	31.6	0.0	14.0	124.0	18.0	117.0	12.0	120.0	0.89	hypothetical protein [Actinocorallia herbida]	False	Bacteria		Actinomycetota	Streptosporangiales	Actinocorallia herbida	blue
119	445960	Chryseobacterium jejuense	WP_209912945.1	129.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0032	32.1	0.0	1.0	1.0	5.8e-09	0.0045	31.6	0.0	15.0	124.0	19.0	121.0	9.0	127.0	0.86	hypothetical protein [Chryseobacterium jejuense]	False	Bacteria		Bacteroidota	Flavobacteriales	Chryseobacterium jejuense	blue
339	2902797	Epilithonimonas sp. JDS	WP_232707008.1	155.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0027	32.3	0.0	1.0	1.0	5.8e-09	0.0045	31.6	0.0	15.0	124.0	47.0	149.0	36.0	153.0	0.85	hypothetical protein [Epilithonimonas sp. JDS]	False	Bacteria		Bacteroidota	Flavobacteriales	Epilithonimonas sp. JDS	blue
22	1874	Micromonospora chalcea	WP_187693269.1	127.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0023	32.6	0.0	1.0	1.0	6e-09	0.0047	31.6	0.0	15.0	124.0	19.0	119.0	13.0	122.0	0.86	hypothetical protein [Micromonospora chalcea]	False	Bacteria		Actinomycetota	Micromonosporales	Micromonospora chalcea	blue
189	1573582	Chryseobacterium sp. c4a	WP_228452184.1	128.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0036	31.9	0.0	1.0	1.0	6.6e-09	0.0051	31.5	0.0	14.0	124.0	18.0	121.0	7.0	127.0	0.82	hypothetical protein [Chryseobacterium sp. c4a]	False	Bacteria		Bacteroidota	Flavobacteriales	Chryseobacterium sp. c4a	blue
83	112234	Chryseobacterium joostei	WP_076351606.1	162.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0023	32.6	0.0	1.0	1.0	6.7e-09	0.0052	31.4	0.0	15.0	125.0	53.0	156.0	42.0	160.0	0.79	hypothetical protein [Chryseobacterium joostei]	False	Bacteria		Bacteroidota	Flavobacteriales	Chryseobacterium joostei	blue
62	58110	Actinomadura viridis	WP_197009753.1	127.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0034	32.0	0.0	1.0	1.0	6.9e-09	0.0053	31.4	0.0	14.0	124.0	18.0	118.0	9.0	122.0	0.85	hypothetical protein [Actinomadura viridis]	False	Bacteria		Actinomycetota	Streptosporangiales	Actinomadura viridis	blue
8	487	Neisseria meningitidis	WP_260335323.1	123.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0024	32.5	0.0	1.0	1.0	7e-09	0.0054	31.4	0.0	14.0	124.0	14.0	112.0	4.0	116.0	0.82	hypothetical protein, partial [Neisseria meningitidis]	False	Bacteria		Pseudomonadota	Neisseriales	Neisseria meningitidis	blue
191	1621261	Micromonospora sp. NBRC 110037	WP_197494934.1	127.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0026	32.4	0.0	1.0	1.0	7.4e-09	0.0057	31.3	0.0	15.0	124.0	19.0	119.0	16.0	122.0	0.86	hypothetical protein [Micromonospora sp. NBRC 110037]	False	Bacteria		Actinomycetota	Micromonosporales	Micromonospora sp. NBRC 110037	blue
277	2493090	Thermomonospora catenispora	WP_206664102.1	127.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0031	32.1	0.0	1.0	1.0	7.4e-09	0.0057	31.3	0.0	14.0	124.0	18.0	119.0	13.0	123.0	0.82	hypothetical protein [Thermomonospora catenispora]	False	Bacteria		Actinomycetota	Streptosporangiales	ATCC BAA-2627	blue
90	163604	Nocardiopsis exhalans	WP_254417171.1	130.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0031	32.2	0.0	1.0	1.0	7.6e-09	0.0059	31.2	0.0	16.0	124.0	20.0	117.0	15.0	121.0	0.87	hypothetical protein [Nocardiopsis exhalans]	False	Bacteria		Actinomycetota	Streptosporangiales	Nocardiopsis exhalans	blue
14	726	Haemophilus haemolyticus	WP_118789277.1	145.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0029	32.3	0.0	1.0	1.0	7.7e-09	0.0059	31.2	0.0	13.0	124.0	35.0	134.0	23.0	138.0	0.83	hypothetical protein [Haemophilus haemolyticus]	False	Bacteria		Pseudomonadota	Pasteurellales	Haemophilus haemolyticus	blue
21	1873	Micromonospora	WP_181373821.1	127.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.003	32.2	0.0	1.0	1.0	8.1e-09	0.0063	31.2	0.0	15.0	124.0	19.0	119.0	13.0	122.0	0.86	MULTISPECIES: hypothetical protein [Micromonospora]	False	Bacteria		Actinomycetota	Micromonosporales	1873	blue
157	1157498	Micromonospora fiedleri	WP_203222017.1	127.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0036	31.9	0.0	1.0	1.0	8.3e-09	0.0064	31.1	0.0	15.0	124.0	19.0	119.0	12.0	122.0	0.86	hypothetical protein [Micromonospora fiedleri]	False	Bacteria		Actinomycetota	Micromonosporales	Micromonospora fiedleri	blue
125	477690	Lishizhenia tianjinensis	SFT50356.1	152.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0033	32.1	0.0	1.0	1.0	8.5e-09	0.0065	31.1	0.0	15.0	125.0	42.0	145.0	34.0	150.0	0.77	hypothetical protein SAMN05216474_0929 [Lishizhenia tianjinensis]	False	Bacteria		Bacteroidota	Flavobacteriales	Lishizhenia tianjinensis	blue
9	488	Neisseria mucosa	WP_070493967.1	146.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0028	32.3	0.0	1.0	1.0	8.399999999999999e-09	0.0065	31.1	0.0	14.0	124.0	37.0	135.0	26.0	139.0	0.84	hypothetical protein [Neisseria mucosa]	False	Bacteria		Pseudomonadota	Neisseriales	Neisseria mucosa	blue
266	2203193	Actinomadura sp. WAC 06369	WP_125616165.1	126.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0037	31.9	0.0	1.0	1.0	8.6e-09	0.0066	31.1	0.0	14.0	124.0	18.0	118.0	8.0	122.0	0.83	hypothetical protein [Actinomadura sp. WAC 06369]	False	Bacteria		Actinomycetota	Streptosporangiales	Actinomadura sp. WAC 06369	blue
68	65515	Nonomuraea dietziae	WP_183651951.1	123.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0037	31.9	0.0	1.0	1.0	8.7e-09	0.0067	31.1	0.0	15.0	124.0	18.0	116.0	12.0	120.0	0.89	hypothetical protein [Nonomuraea dietziae]	False	Bacteria		Actinomycetota	Streptosporangiales	Nonomuraea dietziae	blue
268	2248752	Micromonospora sp. LHW51205	RBQ13726.1	130.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0033	32.1	0.0	1.0	1.0	8.8e-09	0.0068	31.1	0.0	15.0	124.0	22.0	122.0	16.0	125.0	0.86	hypothetical protein DQE82_04700 [Micromonospora sp. LHW51205]	False	Bacteria		Actinomycetota	Micromonosporales	Micromonospora sp. LHW51205	blue
304	2717028	Micromonospora sp. CMU55-4	NHO80443.1	130.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0033	32.1	0.0	1.0	1.0	8.8e-09	0.0068	31.1	0.0	15.0	124.0	22.0	122.0	16.0	125.0	0.86	hypothetical protein [Micromonospora sp. CMU55-4]	False	Bacteria		Actinomycetota	Micromonosporales	Micromonospora sp. CMU55-4	blue
322	2824878	Micromonospora sp. C41	WP_210884121.1	127.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0033	32.1	0.0	1.0	1.0	8.9e-09	0.0069	31.0	0.0	15.0	124.0	19.0	119.0	13.0	122.0	0.86	hypothetical protein [Micromonospora sp. C41]	False	Bacteria		Actinomycetota	Micromonosporales	Micromonospora sp. C41	blue
123	457406	Micromonospora sp. M42	EWM66102.1	131.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0033	32.0	0.0	1.0	1.0	9e-09	0.0069999999999999	31.0	0.0	15.0	124.0	23.0	123.0	17.0	126.0	0.86	hypothetical protein MCBG_03235 [Micromonospora sp. M42]	False	Bacteria		Actinomycetota	Micromonosporales	Micromonospora sp. M42	blue
23	1877	Micromonospora echinospora	WP_184681858.1	131.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0033	32.1	0.0	1.0	1.0	9e-09	0.0069999999999999	31.0	0.0	15.0	124.0	23.0	123.0	15.0	126.0	0.86	hypothetical protein [Micromonospora echinospora]	False	Bacteria		Actinomycetota	Micromonosporales	Micromonospora echinospora	blue
7	486	Neisseria lactamica	WP_118780201.1	146.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0031	32.2	0.0	1.0	1.0	9.2e-09	0.0071	31.0	0.0	14.0	124.0	37.0	135.0	26.0	139.0	0.82	hypothetical protein [Neisseria lactamica]	False	Bacteria		Pseudomonadota	Neisseriales	Neisseria lactamica	blue
99	240840	Actinomadura meyerae	WP_089326408.1	126.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0043	31.7	0.0	1.0	1.0	9.1e-09	0.0071	31.0	0.0	14.0	124.0	18.0	118.0	9.0	122.0	0.85	hypothetical protein [Actinomadura meyerae]	False	Bacteria		Actinomycetota	Streptosporangiales	Actinomadura meyerae	blue
208	1827290	Chryseobacterium sp. MYb7	WP_228406885.1	124.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0053	31.4	0.0	1.0	1.0	9.4e-09	0.0073	31.0	0.0	15.0	125.0	14.0	117.0	6.0	123.0	0.84	hypothetical protein [Chryseobacterium sp. MYb7]	False	Bacteria		Bacteroidota	Flavobacteriales	Chryseobacterium sp. MYb7	blue
128	546267	Neisseria polysaccharea ATCC 43768	EFH23523.1	146.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0031	32.1	0.0	1.0	1.0	9.5e-09	0.0074	30.9	0.0	14.0	124.0	37.0	135.0	26.0	139.0	0.82	hypothetical protein NEIPOLOT_00705 [Neisseria polysaccharea ATCC 43768]	False	Bacteria		Pseudomonadota	Neisseriales	Neisseria polysaccharea	blue
6	482	Neisseria	WP_061727800.1	146.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0032	32.1	0.0	1.0	1.0	9.5e-09	0.0074	30.9	0.0	14.0	124.0	37.0	135.0	26.0	139.0	0.82	MULTISPECIES: hypothetical protein [Neisseria]	False	Bacteria		Pseudomonadota	Neisseriales	482	blue
170	1313421	Aureispira sp. CCB-QB1	WP_197043906.1	131.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.004	31.8	0.0	1.0	1.0	9.5e-09	0.0074	30.9	0.0	13.0	124.0	24.0	126.0	16.0	130.0	0.77	hypothetical protein [Aureispira sp. CCB-QB1]	False	Bacteria		Bacteroidota	Saprospirales	Aureispira sp. CCB-QB1	blue
259	2116499	Chryseobacterium aurantiacum	WP_228422403.1	153.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0035	32.0	0.0	1.0	1.0	9.8e-09	0.0076	30.9	0.0	15.0	120.0	53.0	151.0	44.0	153.0	0.78	hypothetical protein [Chryseobacterium aurantiacum]	False	Bacteria		Bacteroidota	Flavobacteriales	Chryseobacterium aurantiacum	blue
323	2824880	Micromonospora sp. C72	MBQ1045466.1	127.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0041	31.8	0.0	1.0	1.0	1.1000000000000001e-08	0.0082	30.8	0.0	15.0	124.0	19.0	119.0	14.0	123.0	0.86	hypothetical protein [Micromonospora sp. C72]	False	Bacteria		Actinomycetota	Micromonosporales	Micromonospora sp. C72	blue
40	31962	Actinomadura rifamycini	WP_026405229.1	126.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0046	31.6	0.0	1.0	1.0	1.1000000000000001e-08	0.0085	30.7	0.0	14.0	124.0	18.0	118.0	9.0	122.0	0.84	hypothetical protein [Actinomadura rifamycini]	False	Bacteria		Actinomycetota	Streptosporangiales	Actinomadura rifamycini	blue
324	2824885	Micromonospora sp. D75	WP_210870343.1	127.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0043	31.7	0.0	1.0	1.0	1.2e-08	0.0092	30.6	0.0	15.0	124.0	19.0	119.0	13.0	122.0	0.87	hypothetical protein [Micromonospora sp. D75]	False	Bacteria		Actinomycetota	Micromonosporales	Micromonospora sp. D75	blue
288	2617518	unclassified Micromonospora	WP_247679293.1	131.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0045	31.6	0.0	1.0	1.0	1.2e-08	0.0092	30.6	0.0	15.0	124.0	23.0	123.0	18.0	127.0	0.86	MULTISPECIES: hypothetical protein [unclassified Micromonospora]	False	Bacteria		Actinomycetota	Micromonosporales	2617518	blue
143	878220	Chryseobacterium sp. StRB126	WP_045497693.1	129.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0066	31.1	0.0	1.0	1.0	1.3e-08	0.0097	30.5	0.0	16.0	121.0	20.0	118.0	10.0	127.0	0.82	hypothetical protein [Chryseobacterium sp. StRB126]	False	Bacteria		Bacteroidota	Flavobacteriales	Chryseobacterium sp. StRB126	blue
261	2161662	Flavobacterium sp. WLB	PUU68750.1	148.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0055	31.4	0.0	1.0	1.0	1.3e-08	0.01	30.5	0.0	15.0	124.0	37.0	139.0	25.0	145.0	0.79	hypothetical protein DBB36_17290 [Flavobacterium sp. WLB]	False	Bacteria		Bacteroidota	Flavobacteriales	Flavobacterium sp. WLB	blue
74	72226	Lysobacter sp.	MBW8810185.1	125.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.002	32.8	0.0	1.0	1.0	1.3e-08	0.01	30.5	0.0	14.0	124.0	19.0	118.0	13.0	121.0	0.84	hypothetical protein [Lysobacter sp.]	False	Bacteria		Pseudomonadota	Xanthomonadales	Lysobacter sp.	blue
158	1211326	Spirosoma aerolatum	WP_080058748.1	125.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0051	31.4	0.0	1.0	1.0	1.4e-08	0.011	30.4	0.0	13.0	118.0	20.0	115.0	11.0	124.0	0.74	hypothetical protein [Spirosoma aerolatum]	False	Bacteria		Bacteroidota	Cytophagales	Spirosoma aerolatum	blue
211	1852777	Micromonospora sp. II	ODB81768.1	130.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0049	31.5	0.0	1.0	1.0	1.4e-08	0.011	30.4	0.0	15.0	124.0	22.0	122.0	19.0	125.0	0.86	hypothetical protein A8711_14685 [Micromonospora sp. II]	False	Bacteria		Actinomycetota	Micromonosporales	Micromonospora sp. II	blue
135	666563	Aquimarina macrocephali	WP_051473697.1	163.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0068	31.0	0.0	1.0	1.0	1.6e-08	0.012	30.2	0.0	16.0	124.0	56.0	157.0	47.0	162.0	0.79	hypothetical protein [Aquimarina macrocephali]	False	Bacteria		Bacteroidota	Flavobacteriales	Aquimarina macrocephali	blue
247	2035213	Chryseobacterium sp. 52	WP_099767528.1	162.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0062	31.2	0.0	1.0	1.0	1.6e-08	0.012	30.2	0.0	14.0	119.0	52.0	150.0	43.0	159.0	0.76	hypothetical protein [Chryseobacterium sp. 52]	False	Bacteria		Bacteroidota	Flavobacteriales	Chryseobacterium sp. 52	blue
249	2039232	Crocinitomix sp.	NOQ73612.1	128.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0078	30.9	0.0	1.0	1.0	1.6e-08	0.012	30.3	0.0	16.0	118.0	20.0	115.0	12.0	125.0	0.77	hypothetical protein [Crocinitomix sp.]	False	Bacteria		Bacteroidota	Flavobacteriales	Crocinitomix sp.	blue
97	239974	Nocardiopsis valliformis	WP_026116608.1	130.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0069999999999999	31.0	0.0	1.0	1.0	1.7e-08	0.013	30.1	0.0	16.0	124.0	20.0	117.0	15.0	122.0	0.87	hypothetical protein [Nocardiopsis valliformis]	False	Bacteria		Actinomycetota	Streptosporangiales	Nocardiopsis valliformis	blue
171	1316147	Actinomadura sp. K4S16	WP_149259280.1	126.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.008	30.8	0.0	1.0	1.0	1.8e-08	0.0139999999999999	30.0	0.0	14.0	124.0	18.0	118.0	9.0	121.0	0.85	hypothetical protein [Actinomadura sp. K4S16]	False	Bacteria		Actinomycetota	Streptosporangiales	Actinomadura sp. K4S16	blue
290	2635139	unclassified Tenacibaculum	WP_235275505.1	163.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0075	30.9	0.0	1.0	1.0	1.9e-08	0.015	30.0	0.0	15.0	124.0	53.0	155.0	46.0	161.0	0.76	MULTISPECIES: hypothetical protein [unclassified Tenacibaculum]	False	Bacteria		Bacteroidota	Flavobacteriales	2635139	blue
122	456299	Chryseobacterium gregarium	WP_228372210.1	179.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0081	30.8	0.0	1.0	1.0	2.2000000000000002e-08	0.017	29.8	0.0	14.0	124.0	70.0	173.0	61.0	178.0	0.78	hypothetical protein [Chryseobacterium gregarium]	False	Bacteria		Bacteroidota	Flavobacteriales	Chryseobacterium gregarium Behrendt et al. 2008 emend. Loch and Faisal 2014	blue
292	2654843	Flavobacterium panici	CAC9973185.1	175.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0092	30.6	0.0	1.0	1.0	2.2000000000000002e-08	0.017	29.8	0.0	15.0	124.0	64.0	166.0	52.0	172.0	0.79	hypothetical protein FLAPXU55_00864 [Flavobacterium panici]	False	Bacteria		Bacteroidota	Flavobacteriales	Flavobacterium panici	blue
118	435897	Lysobacter capsici	WP_057920905.1	125.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0034	32.0	0.0	1.0	1.0	2.3e-08	0.018	29.7	0.0	14.0	124.0	19.0	118.0	14.0	122.0	0.84	hypothetical protein [Lysobacter capsici]	False	Bacteria		Pseudomonadota	Xanthomonadales	DSM 19286	blue
142	741074	Chryseobacterium oncorhynchi	WP_109617661.1	162.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0074	30.9	0.0	1.0	1.0	2.3e-08	0.018	29.7	0.0	15.0	124.0	53.0	155.0	44.0	161.0	0.79	hypothetical protein [Chryseobacterium oncorhynchi]	False	Bacteria		Bacteroidota	Flavobacteriales	Chryseobacterium oncorhynchi	blue
250	2052143	Anaerolineae bacterium	MCU0495976.1	123.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0035	32.0	0.0	1.0	1.0	2.5e-08	0.019	29.6	0.0	15.0	124.0	17.0	116.0	11.0	120.0	0.78	hypothetical protein [Anaerolineae bacterium]	False	Bacteria		Chloroflexota		Anaerolineae bacterium	blue
258	2083010	Streptomyces sp. MA5143a	WP_181362261.1	133.0	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130.0	0.0094	30.6	0.0	1.0	1.0	2.7e-08	0.021	29.5	0.0	15.0	124.0	23.0	121.0	17.0	126.0	0.84	hypothetical protein [Streptomyces sp. MA5143a]	False	Bacteria		Actinomycetota	Kitasatosporales	Streptomyces sp. MA5143a	blue
